E07000080,721,517,968,901
E07000051,429,253,507,686
S12000040,1288,721,1114,949
E07000105,1608,1109,2029,1943
E07000193,1048,745,1291,1501
E06000013,1186,719,1368,1549
E07000166,367,233,527,480
S12000030,828,512,985,952
E07000170,637,287,633,900
E06000017,355,224,426,410
S12000026,726,467,818,874
E07000088,571,337,621,453
W06000020,496,276,457,488
N09000002,1029,561,1339,1168
E07000048,504,342,648,828
N09000010,1195,632,1279,1185
E07000134,829,556,1154,1536
E06000001,722,471,756,515
E07000175,879,562,1043,1132
E07000176,1371,947,1604,1379
S12000010,625,398,645,617
E07000142,834,540,890,793
E07000191,188,127,218,294
W06000024,298,168,267,194
E07000155,1111,723,1386,1192
E08000008,1922,1155,1817,1983
E07000026,733,544,1006,933
E07000126,952,566,1118,1114
E07000075,965,612,927,936
E06000003,930,554,813,587
E06000005,924,495,842,800
E07000136,482,267,470,508
S12000008,866,406,682,538
E07000192,1239,661,1242,1200
N09000008,532,301,653,710
E07000035,707,500,1069,1222
E06000002,953,490,677,611
E07000163,506,400,771,804
E07000236,805,504,900,1113
S12000041,835,489,1047,847
E07000046,388,249,552,563
N09000004,560,306,863,849
E07000030,324,266,628,705
E07000218,624,395,758,820
S12000006,620,406,797,841
W06000012,745,446,778,703
S12000028,805,410,719,698
N09000001,539,292,672,799
S12000013,281,136,274,249
E07000140,870,469,841,834
N09000007,727,448,877,1040
S12000018,479,290,471,423
S12000021,721,332,625,543
L99999999,106,130,407,239
S12000027,185,95,184,193
S12000023,134,81,194,158
E06000053,9,4,8,26
M99999999,13,23,75,295
,12,11,66,72
