E07000113,Swale,225,350,915,175,175,305,260,315,250,60,125,700,375,25,80,215,295,1,E07000113,105,381,677,120,104,220,198,171,312,88,250,663,430,7,105,210,448
E07000114,Thanet,70,260,630,125,120,380,125,380,210,55,115,495,290,10,80,180,270,1,E07000114,40,271,569,100,82,253,111,205,338,73,288,525,443,6,103,191,622
E07000115,Tonbridge and Malling,140,295,885,155,235,305,175,225,500,130,160,"1,175",540,25,110,220,310,1,E07000115,43,367,901,119,179,241,137,197,665,304,371,1331,963,3,115,267,778
E07000116,Tunbridge Wells,285,270,650,125,260,425,100,280,615,150,205,"1,530",635,20,120,255,410,1,E07000116,83,377,776,100,239,369,115,228,932,296,554,1748,997,5,125,260,950
E07000117,Burnley,60,275,330,110,130,280,80,190,115,50,75,320,190,5,35,150,170,1,E07000117,10,290,296,70,117,205,82,106,179,53,143,341,241,4,66,112,196
E07000118,Chorley,240,260,565,175,180,355,225,240,285,90,130,730,340,10,80,195,270,1,E07000118,46,358,603,117,156,279,334,177,390,122,209,821,488,13,93,182,352
E07000119,Fylde,195,185,335,90,110,305,100,225,265,65,145,565,240,15,65,140,210,1,E07000119,35,292,565,134,123,265,192,213,886,193,333,2182,630,15,89,216,662
E07000120,Hyndburn,65,255,285,105,130,225,125,170,65,45,85,205,170,0,40,145,160,1,E07000120,15,267,261,70,96,164,144,80,97,72,110,264,255,2,48,94,207
E07000121,Lancaster,500,270,580,165,165,405,175,360,220,60,130,640,300,15,85,230,280,1,E07000121,56,314,540,123,105,287,145,277,413,74,253,752,346,9,107,180,462
E07000122,Pendle,190,305,335,125,150,290,125,170,100,45,95,305,235,15,35,150,180,1,E07000122,16,314,299,77,122,223,104,96,190,80,133,396,240,,53,120,204
E07000123,Preston,185,285,600,205,270,510,205,275,250,205,240,785,410,15,80,310,325,1,E07000123,61,464,933,215,292,517,258,275,473,249,405,1171,736,11,122,420,741
E07000124,Ribble Valley,550,190,360,110,160,275,105,220,120,65,130,450,220,10,60,115,190,1,E07000124,55,226,363,77,128,217,81,141,173,102,164,594,278,1,61,137,287
