Companies House,2,4,10,10+,,ONS,,,,,total,,,,,,
E07000154,4283,1699,2622,2712,,E07000154,1340,935,1715,2505,6495,,3.81257915540905,3.63174807439657,3.23019337886905,3.41863268735407,3.43328968519503
E07000155,1111,723,1386,1192,,E07000155,695,580,1345,2060,4680,,3.67024585307412,3.04571405894087,2.85913829729453,3.14176323027579,3.07627625540422
E07000156,841,566,1004,1032,,E07000156,455,365,715,1210,2745,,3.43854234878611,2.92479599579791,2.75281643118827,3.001733712809,3.01367969729119
E07000163,506,400,771,804,,E07000163,300,285,730,1885,3200,,3.50514997831991,2.7041505168398,2.60205999132796,2.88705437805096,2.90525604874845
E07000164,744,505,951,1013,,E07000164,520,430,1070,2825,4845,,3.68529378138678,2.87157293554588,2.70329137811866,2.97818051693741,3.00560944536028
E07000165,2256,1565,2616,2736,,E07000165,1180,945,1955,3960,8040,,3.90525604874845,3.3533390953113,3.19451434188247,3.41763773965223,3.43711609304808
E07000166,367,233,527,480,,E07000166,245,220,550,1510,2525,,3.40226138245468,2.56466606425209,2.36735592102602,2.72181061521255,2.68124123737559
E07000167,450,292,610,608,,E07000167,325,230,665,2130,3350,,3.52504480703684,2.65321251377534,2.46538285144842,2.78532983501077,2.78390357927273
E07000168,841,426,969,1294,,E07000168,395,345,900,2125,3765,,3.57576498053672,2.92479599579791,2.62940959910272,2.98632377705077,3.11193427633268
E07000169,666,457,800,679,,E07000169,440,365,845,1530,3180,,3.50242711998443,2.8234742291703,2.65991620006985,2.90308998699194,2.8318697742805
E07000170,637,287,633,900,,E07000170,385,245,705,1120,2455,,3.39005149645899,2.80413943233535,2.45788189673399,2.80140371001735,2.95424250943932
E07000171,938,550,889,969,,E07000171,510,390,815,1650,3365,,3.52698506856,2.97220283837906,2.74036268949424,2.94890176097021,2.98632377705077
E07000172,955,550,1077,965,,E07000172,415,335,765,1165,2680,,3.42813479402879,2.98000337158375,2.74036268949424,3.03221570329798,2.98452731334379
E07000173,835,520,941,847,,E07000173,405,355,830,1295,2885,,3.46014581749175,2.9216864754836,2.7160033436348,2.97358962342726,2.92788341033071
E07000174,842,445,815,744,,E07000174,355,270,610,985,2220,,3.34635297445064,2.92531209149965,2.64836001098093,2.91115760873998,2.87157293554588
E07000175,879,562,1043,1132,,E07000175,590,495,1100,1985,4170,,3.62013605497376,2.94398887507377,2.74973631556906,3.01828430842653,3.05384642685225
E07000176,1371,947,1604,1379,,E07000176,630,530,1175,1840,4175,,3.62065647981962,3.13703745478951,2.97634997900327,3.20520436394814,3.13956426617585
E07000177,1665,1080,2130,2090,,E07000177,830,745,1595,2785,5955,,3.7748817658188,3.22141423784234,3.03342375548695,3.32837960343874,3.32014628611105
E07000178,1745,1090,1831,2204,,E07000178,675,565,1075,1790,4105,,3.61331316145546,3.2417954312952,3.03742649794062,3.2626883443017,3.34321159017975
E07000179,1804,1206,2196,2502,,E07000179,1105,910,1900,3340,7255,,3.86063741677375,3.25623653320592,3.08134730780413,3.34163233577805,3.3982873053574
E07000180,1314,884,1709,1746,,E07000180,775,580,1335,2450,5140,,3.71096311899528,3.11859536522376,2.94645226501307,3.23274206272074,3.24204423936955
E07000181,1346,921,1899,1911,,E07000181,690,550,1415,2525,5180,,3.71432975974523,3.12904505988796,2.96425963019685,3.27852496473702,3.28126068705501
E07000187,1187,694,1432,1429,,E07000187,640,485,1325,2625,5075,,3.70543604658525,3.07445071895459,2.84135947045485,3.15594301797184,3.15503222879097
E07000188,878,635,1262,1205,,E07000188,570,410,1160,2320,4460,,3.64933485871214,2.9434945159061,2.80277372529198,3.10105935490812,3.08098704691089
E07000189,1272,784,1757,1988,,E07000189,710,580,1620,3575,6485,,3.8119099804201,3.10448711131239,2.89431606268444,3.24477176149529,3.29841638006129
E07000190,1208,771,1560,1462,,E07000190,570,405,1055,2170,4200,,3.6232492903979,3.08206693428511,2.88705437805096,3.19312459835446,3.16494737262184
E07000191,188,127,218,294,,E07000191,150,115,320,1065,1650,,3.21748394421391,2.27415784926368,2.10380372095596,2.3384564936046,2.46834733041216
E07000192,1239,661,1242,1200,,E07000192,580,405,865,1245,3095,,3.49066065335614,3.09307130637606,2.82020145948564,3.09412159584056,3.07918124604762
E07000193,1048,745,1291,1501,,E07000193,585,445,1045,1920,3995,,3.60151678365001,3.02036128264771,2.87215627274829,3.11092624226642,3.17638069224327
E07000194,1420,877,1669,1585,,E07000194,655,495,1105,1940,4195,,3.62273196516472,3.15228834438306,2.94299959336604,3.22245633667925,3.20002926655377
E07000195,952,611,1081,1071,,E07000195,405,325,815,1450,2995,,3.47639682672533,2.97863694838447,2.78604121024255,3.03382569395331,3.02978947083186
E07000196,1048,659,1178,1114,,E07000196,560,450,1025,1725,3760,,3.57518784492766,3.02036128264771,2.81888541459401,3.07114529045108,3.04688519083771
E07000197,1148,749,1342,1246,,E07000197,650,475,1230,2270,4625,,3.66511173707505,3.05994188806195,2.87448181769947,3.12775251583297,3.09551804232315
E07000198,615,393,778,804,,E07000198,410,330,855,2150,3745,,3.57345182203548,2.78887511577542,2.59439255037543,2.89097959698969,2.90525604874845
E07000199,663,407,741,700,,E07000199,300,255,555,840,1950,,3.29003461136252,2.82151352840477,2.60959440922522,2.86981820797933,2.84509804001426
E07000200,857,535,1109,1197,,E07000200,460,390,960,2005,3815,,3.5814945422909,2.9329808219232,2.72835378202123,3.04493154614916,3.07809415040641
E07000201,452,291,474,601,,E07000201,305,230,570,1090,2195,,3.34143452457814,2.65513843481138,2.46389298898591,2.67577834167408,2.77887447200274
E07000202,1295,799,1265,1456,,E07000202,575,470,890,1380,3315,,3.52048353274079,3.11226976841727,2.90254677931399,3.10209052551184,3.16316137497702
E07000203,1052,746,1308,1399,,E07000203,540,440,1075,2465,4520,,3.65513843481138,3.02201573981772,2.87273882747267,3.11660774398825,3.14581771449183
E07000204,997,677,1190,1537,,E07000204,555,420,1005,2060,4040,,3.6063813651106,2.99869515831166,2.83058866868514,3.07554696139253,3.18667386749974
E07000205,1045,687,1211,1590,,E07000205,645,470,1240,2535,4890,,3.68930885912362,3.01911629044707,2.83695673705955,3.08314414314305,3.20139712432045
E07000206,790,528,1016,1190,,E07000206,445,405,855,1695,3400,,3.53147891704225,2.89762709129044,2.72263392253381,3.0068937079479,3.07554696139253
E07000207,2711,1824,3289,4095,,E07000207,1355,1085,1990,2920,7350,,3.86628733908419,3.43312951758049,3.2610248339924,3.51706387348265,3.61225390609644
E07000208,1204,686,1120,1314,,E07000208,535,450,840,1095,2920,,3.46538285144842,3.08062648692181,2.83632411570675,3.04921802267018,3.11859536522376
E07000209,2179,1471,2357,3162,,E07000209,1075,940,1705,2820,6540,,3.81557774832427,3.33825723024626,3.16761267272753,3.37235958252432,3.49996186559619
E07000210,1560,970,2034,2593,,E07000210,760,640,1290,2250,4940,,3.69372694892365,3.19312459835446,2.98677173426624,3.30835094858673,3.41380251676935
E07000211,2126,1512,2702,3002,,E07000211,1000,850,1630,2380,5860,,3.76789761601809,3.32756326018728,3.17955179116519,3.43168534468601,3.47741068790725
E07000212,1254,800,1467,2074,,E07000212,625,515,990,1605,3735,,3.57229060615142,3.0982975364947,2.90308998699194,3.16643011384328,3.31680875205302
E07000213,2489,1027,1359,1492,,E07000213,875,635,1020,1465,3995,,3.60151678365001,3.39602489660859,3.01157044359728,3.13321945673249,3.17376882313665
E07000214,1558,1139,1654,1917,,E07000214,765,620,1170,1655,4210,,3.62428209583567,3.19256745333655,3.0565237240791,3.21853550521653,3.28262211287806
E07000215,1563,1106,1947,2042,,E07000215,665,560,1160,1955,4340,,3.63748972951251,3.19395897801919,3.04375512696868,3.28936595152003,3.31005573775089
E07000216,2522,1707,2896,3218,,E07000216,1125,930,2050,3055,7160,,3.85491302230785,3.40174508223706,3.23223352111473,3.46179855752511,3.50758603976301
E07000217,1837,1082,1721,2041,,E07000217,810,645,1140,1610,4205,,3.62376600013393,3.26410915630581,3.03422726077055,3.23578087032756,3.30984300471607
E07000218,624,395,758,820,,E07000218,375,315,630,1175,2495,,3.39707054995941,2.79518458968242,2.59659709562646,2.87966920563205,2.91381385238372
E07000219,1165,620,1004,914,,E07000219,550,395,835,1195,2975,,3.47348697006457,3.06632592536204,2.79239168949825,3.001733712809,2.96094619573383
E07000220,1390,868,1271,1181,,E07000220,640,490,1000,1645,3775,,3.57691695596521,3.14301480025409,2.93851972517649,3.10414555055401,3.07224989761351
E07000221,1748,1254,2342,2549,,E07000221,1005,830,1830,3475,7140,,3.85369821177617,3.24254142829838,3.0982975364947,3.36958689073634,3.40636983546927
E07000222,2425,1589,2666,2865,,E07000222,1110,790,1725,2595,6220,,3.79379038469082,3.38471174293828,3.20112389720738,3.42586014507784,3.45712462630341
E07000223,698,449,732,726,,E07000223,300,270,565,855,1990,,3.29885307640971,2.84385542262316,2.65224634100332,2.86451108105839,2.86093662070009
E07000224,1293,704,1346,1709,,E07000224,620,520,1220,2205,4565,,3.65944078187032,3.11159852488039,2.84757265914211,3.12904505988796,3.23274206272074
E07000225,1388,944,1821,2204,,E07000225,835,675,1525,2885,5920,,3.77232170672292,3.14238946611884,2.97497199429807,3.26030994579492,3.34321159017975
E07000226,1178,692,1108,1568,,E07000226,535,395,685,980,2595,,3.41413736218448,3.07114529045108,2.84010609445676,3.04453976039241,3.19534605834842
E07000227,2080,1321,2334,2489,,E07000227,940,760,1680,3040,6420,,3.80753502806885,3.31806333496276,3.12090281761453,3.36810085170935,3.39602489660859
E07000228,2229,1374,2374,2571,,E07000228,975,805,1670,2805,6255,,3.79622731402944,3.34811006848024,3.13798673272353,3.37548071461857,3.41010207664286
E07000229,1450,956,1775,1892,,E07000229,525,420,900,1290,3135,,3.49623754516674,3.16136800223497,2.9804578922761,3.24919835739111,3.27692113206577
E07000234,1019,734,1381,1496,,E07000234,630,490,1175,1845,4140,,3.6170003411209,3.00817418400643,2.86569605991607,3.14019367857863,3.17493159352844
E07000235,755,640,1105,1202,,E07000235,445,390,930,2145,3910,,3.59217675739587,2.87794695162919,2.80617997398389,3.04336227802113,3.07990446766672
E07000236,805,504,900,1113,,E07000236,385,300,595,1085,2365,,3.37383114507383,2.90579588036787,2.70243053644552,2.95424250943932,3.04649516433471
E07000237,966,628,1152,1168,,E07000237,460,340,725,1115,2640,,3.42160392686983,2.98497712641549,2.7979596437372,3.06145247908719,3.06744284277638
E07000238,1467,1073,2001,2052,,E07000238,755,625,1455,2980,5815,,3.76454971906447,3.16643011384328,3.03059972196595,3.30124708863621,3.31217735643978
E07000239,943,670,1224,1218,,E07000239,425,350,800,1565,3140,,3.49692964807321,2.97451169273733,2.82607480270083,3.08778141780954,3.08564728829686
E07000240,2837,1972,3299,3457,,E07000240,1325,1125,2065,2595,7110,,3.85186960072977,3.45285933579585,3.29490691060519,3.51838231554534,3.53869937954241
E07000241,1607,905,1348,1646,,E07000241,770,610,1045,1620,4045,,3.60691852594829,3.20601587676334,2.9566485792052,3.1296898921993,3.21642983087625
E07000242,2317,1532,2632,2881,,E07000242,1140,910,1900,2815,6765,,3.83026780093364,3.36492603378998,3.18525876529658,3.42028588494192,3.45954325828041
E07000243,1082,651,1022,934,,E07000243,420,305,715,905,2345,,3.3701428470511,3.03422726077055,2.81358098856819,3.00945089579869,2.97034687623009
E08000001,3318,2058,3349,2851,,E08000001,1245,1025,2070,2875,7215,,3.85823633542951,3.52087638168834,3.31344537042641,3.52491514753987,3.45499721730946
E08000002,2927,1608,2647,2190,,E08000002,1020,775,1520,2130,5445,,3.73599788409179,3.46642272243379,3.20628604441243,3.42275394130135,3.34044411484012
E08000003,11843,6047,8700,8332,,E08000003,3285,2230,3635,4705,13855,,4.14160653011825,4.07346172927984,3.78153996860594,3.93951925261862,3.92074926127571
E08000004,2152,1327,2058,1773,,E08000004,830,680,1435,2295,5240,,3.71933128698373,3.33284226699435,3.12287092286443,3.31344537042641,3.24870873560092
E08000005,2153,1169,1920,1630,,E08000005,870,680,1385,2200,5135,,3.7105404479333,3.33304402982349,3.06781451116184,3.28330122870355,3.21218760440396
E08000006,3813,2217,3324,3073,,E08000006,1260,910,1730,2545,6445,,3.80922292168942,3.58126680527367,3.34576569311449,3.52166101511207,3.48756256025638
E08000007,4941,4219,5891,4459,,E08000007,1665,1265,2760,4070,9760,,3.98944981766669,3.69381485388942,3.62520952538188,3.77018902273599,3.64923747234961
E08000008,1922,1155,1817,1983,,E08000008,845,630,1350,2250,5075,,3.70543604658525,3.28375338333253,3.06258198422816,3.25935492730803,3.2973227142053
E08000009,4579,2810,4862,4360,,E08000009,2095,1360,2775,3395,9625,,3.98340073818054,3.6607706435277,3.44870631990508,3.68681495450732,3.63948648926859
E08000010,2430,1440,2317,1986,,E08000010,1230,915,2005,2940,7090,,3.85064623518307,3.38560627359831,3.15836249209525,3.36492603378998,3.29797924415936
E08000011,1010,652,1321,610,,E08000011,450,300,660,870,2280,,3.35793484700045,3.00432137378264,2.81424759573192,3.12090281761453,2.78532983501077
E08000012,6207,3266,5197,4625,,E08000012,1885,1390,2640,3855,9770,,3.98989456371877,3.7928817453854,3.51401618040065,3.71575271682286,3.66511173707505
E08000013,1288,615,1131,1085,,E08000013,620,415,975,1560,3570,,3.55266821611219,3.10991586302379,2.78887511577542,3.05346260492546,3.03542973818455
E08000014,2696,1609,2741,2591,,E08000014,1050,780,1775,2665,6270,,3.79726754083072,3.43071988786328,3.20655604409903,3.4379090355395,3.41346741298582
E08000015,4072,1956,3168,2565,,E08000015,1325,940,1960,2725,6950,,3.84198480459011,3.6098077693287,3.29136885045158,3.50078517291746,3.40908736944783
E08000016,1626,926,1863,1519,,E08000016,815,600,1480,2150,5045,,3.70286117057293,3.21112054125805,2.96661098668193,3.27021285489624,3.18155777386279
E08000017,2915,1594,2427,1999,,E08000017,1125,810,1665,2805,6405,,3.8065191340807,3.46463855909503,3.20248831706009,3.38506977633193,3.30081279411812
E08000018,1832,1134,1814,1841,,E08000018,975,750,1475,2305,5505,,3.74075732330777,3.26292546933183,3.05461305455689,3.25863728272408,3.26505378850401
E08000019,5648,3579,5725,6189,,E08000019,2070,1690,3410,5615,12785,,4.10670073236235,3.75189468804375,3.55376169839,3.75777549101192,3.79162048269281
E08000021,3104,1722,2924,3183,,E08000021,1125,880,1740,2640,6385,,3.80516090159943,3.49192171258615,3.23603314711764,3.46597736828582,3.502836638621
E08000022,1626,972,1473,1420,,E08000022,765,585,1110,1470,3930,,3.59439255037543,3.21112054125805,2.98766626492627,3.16820274684263,3.15228834438306
E08000023,1163,540,831,611,,E08000023,485,315,690,955,2445,,3.38827886345964,3.06557971472845,2.73239375982297,2.91960102378411,2.78604121024255
E08000024,1824,894,1553,1505,,E08000024,765,520,1240,1980,4505,,3.65369479531508,3.2610248339924,2.95133751879592,3.19117145572856,3.17753649992986
E08000025,19388,9780,19708,11832,,E08000025,4980,3630,6675,9925,25210,,4.40157284567645,4.28753301105072,3.9903388547876,4.29464255360287,4.07305816098884
E08000026,4878,2589,3828,3479,,E08000026,1505,1055,2035,2810,7405,,3.86952506285723,3.68824179597771,3.41313205043487,3.58297192910481,3.54145442874759
E08000027,3020,2066,3562,4123,,E08000027,1265,1030,2150,3895,8340,,3.92116605063774,3.48000694295715,3.3151303171836,3.55169391512722,3.61521333480136
E08000028,2711,1390,2059,2362,,E08000028,1160,875,1655,2840,6530,,3.81491318127507,3.43312951758049,3.14301480025409,3.31365634661803,3.3732798932775
E08000029,2641,1689,2899,3108,,E08000029,1165,960,1925,2655,6705,,3.82639878218762,3.42176840120692,3.22762964957101,3.462248215355,3.49248101012888
E08000030,2307,1320,2246,2414,,E08000030,1045,770,1650,2620,6085,,3.78426058256608,3.36304759452109,3.12057393120585,3.35140975192544,3.38273726576133
E08000031,2355,1457,2250,2711,,E08000031,975,770,1460,2440,5645,,3.75166394626099,3.37199091146491,3.16345955176999,3.35218251811136,3.43312951758049
E08000032,5527,2962,4411,4609,,E08000032,2045,1670,3250,5475,12440,,4.0948203803548,3.74248946458177,3.47158505418519,3.64453705777841,3.66360670812452
E08000033,2169,1420,2320,2447,,E08000033,1100,840,1780,3075,6795,,3.83218946106851,3.33625955201419,3.15228834438306,3.3654879848909,3.38863396935179
E08000034,4274,2659,4278,4056,,E08000034,1975,1550,3190,5285,12000,,4.07918124604762,3.63083451782805,3.42471833733157,3.63124078023551,3.60809794632528
E08000035,9771,5814,9654,10393,,E08000035,3985,3040,5880,8655,21560,,4.3336487565147,3.98993901328453,3.76447502743441,3.98470729448267,4.01674092728626
E08000036,2731,1647,3102,2523,,E08000036,1225,930,2025,3400,7580,,3.87966920563205,3.43632170013973,3.21669359916975,3.49164179347759,3.40191725051757
E08000037,1806,1039,1685,1515,,E08000037,730,525,1160,1825,4240,,3.62736585659273,3.25671774597749,3.01661554755718,3.22659990520736,3.18041263283832
E09000001,8607,5703,12640,16776,,E09000001,2330,1905,3840,6310,14385,,4.15790986622634,3.93485180296566,3.75610337158511,4.10174707394637,4.22468841745729
E09000002,3678,1505,1459,702,,E09000002,1070,730,1010,1040,3850,,3.5854607295085,3.56561172490206,3.17753649992986,3.16405529189345,2.8463371121298
E09000003,21327,10365,14971,15986,,E09000003,3655,2760,4840,6375,17630,,4.24625231229932,4.3289297689479,4.01556930642988,4.17525081036156,4.20373980863386
E09000004,3491,2060,2868,2408,,E09000004,1235,955,1855,2235,6280,,3.7979596437372,3.54294984881418,3.31386722036915,3.45757914699576,3.38165648258579
E09000005,8140,3984,5465,4772,,E09000005,2585,1875,3175,3625,11260,,4.05153839051533,3.9106244048892,3.60031932975166,3.73759016628572,3.6787004349983
E09000006,5228,3076,5042,5115,,E09000006,2240,1765,3195,4395,11595,,4.06427075297401,3.71833557890851,3.48798633112939,3.70260284134043,3.70884563804818
E09000007,16430,9703,15741,18289,,E09000007,4090,3260,5610,9205,22165,,4.34566773563535,4.21563756343506,3.98690603138072,4.197032318918,4.26218995991301
E09000008,7721,3893,5742,5635,,E09000008,2415,1710,3000,3825,10950,,4.03941411917614,3.88767355245445,3.59028440371816,3.75906318816049,3.75089392038212
E09000009,8517,4061,5212,4234,,E09000009,2980,2230,3565,4245,13020,,4.11461098423217,3.93028664724552,3.60863298949004,3.71700440704055,3.62675085368339
E09000010,9195,4326,6023,4143,,E09000010,2055,1530,2680,3050,9315,,3.96918285923226,3.9635517335741,3.63608651510307,3.77981286317058,3.61731493329829
E09000011,4714,2252,2715,1889,,E09000011,1635,1180,1825,1790,6430,,3.80821097292422,3.6733895781883,3.35256838617931,3.43376983392487,3.27623195792183
E09000012,7572,3673,4882,4440,,E09000012,2905,1990,3180,3285,11360,,4.055378331375,3.87921060529176,3.56502092834529,3.68859777508117,3.64738297011462
E09000013,8831,4044,4922,4619,,E09000013,2485,1780,2900,3350,10515,,4.02180927702234,3.94600988476576,3.60681114691896,3.69214160936678,3.66454796224655
E09000014,5666,2496,3623,3750,,E09000014,1960,1515,2505,2745,8725,,3.94076543563122,3.75327657018442,3.39724458101039,3.55906833403454,3.57403126772772
E09000015,8758,5489,8268,7028,,E09000015,2310,1775,2905,3435,10425,,4.01807606364579,3.94240494085611,3.73949323078161,3.91740046795525,3.84683175282326
E09000016,3722,2113,3285,2682,,E09000016,1385,1020,1885,2760,7050,,3.8481891169914,3.57077636879475,3.32489949705231,3.5165353738958,3.42845877351558
E09000017,5768,3045,4520,4138,,E09000017,2135,1515,2565,3305,9520,,3.97863694838447,3.76102525171137,3.48358729696889,3.65513843481138,3.61679048632972
E09000018,6361,3021,3886,3527,,E09000018,2600,1835,2560,3100,10095,,4.00410632327966,3.80352539557653,3.48015072527328,3.58950279626376,3.54740545966749
E09000019,29145,8916,10596,10041,,E09000019,3285,2110,3505,4365,13265,,4.12270725431835,4.46456405965546,3.9501700598082,4.02514194962519,4.00177696707744
E09000020,5239,2726,4138,5132,,E09000020,2285,1670,2810,4090,10855,,4.03562982779044,3.71924839844795,3.43552585149865,3.61679048632972,3.71028664770289
E09000021,3357,1871,3027,3230,,E09000021,1385,1115,1890,2330,6720,,3.82736927305382,3.52595134124801,3.27207378750001,3.48101242095657,3.5092025223311
E09000022,11706,2822,3710,3642,,E09000022,5475,1820,2860,3095,13250,,4.12221587827283,4.06840851977816,3.45055700941833,3.56937390961505,3.5613399414589
E09000023,4866,2267,2648,1996,,E09000023,1795,1165,1985,1930,6875,,3.8372727025023,3.6871721045948,3.35545152012652,3.42291798076766,3.30016053695135
E09000024,6803,3438,4177,3284,,E09000024,2035,1485,2295,2545,8360,,3.92220627743902,3.83270047096057,3.53630587235103,3.62086447526512,3.5164031484474
E09000025,8449,2896,2767,1283,,E09000025,1965,1300,1555,1475,6295,,3.79899573444388,3.92680531011161,3.46179855752511,3.44200915914095,3.10822665637493
E09000026,9415,4849,6125,4383,,E09000026,2385,1820,2480,2470,9155,,3.96165834863771,3.97382032435268,3.68565218411552,3.78710609303657,3.64177147065396
E09000027,4094,2750,4137,4402,,E09000027,2150,1705,3215,4005,11075,,4.04434373489511,3.61214783832649,3.43933269383026,3.61668552089551,3.64365003821733
E09000028,7795,4115,5880,5805,,E09000028,2710,2000,3270,3830,11810,,4.07224989761351,3.89181611952486,3.61436983954829,3.76937732607614,3.76380222407459
E09000029,3053,1793,2800,3017,,E09000029,1230,965,1750,2405,6350,,3.80277372529198,3.48472680429866,3.25358028956218,3.44715803134222,3.47957531017499
E09000030,11745,5057,5948,5770,,E09000030,3190,2195,3145,2925,11455,,4.05899509352542,4.06985302111362,3.70389295363254,3.77437095984992,3.76117581315573
E09000031,5998,2608,3152,2107,,E09000031,1790,1190,1915,1980,6875,,3.8372727025023,3.77800646142351,3.41630758705988,3.49858620881752,3.3236645356081
E09000032,7144,3736,5020,4433,,E09000032,3330,2510,3725,4030,13595,,4.13337921192352,3.85394144588049,3.57240686755806,3.70070371714502,3.64669773129933
E09000033,34992,22015,34098,35657,,E09000033,8505,6640,11530,15200,41875,,4.6219548200449,4.54396876569356,4.34271868979554,4.53272890642837,4.55214480103078
N09000003,3230,1860,3485,4895,,N09000003,965,765,2050,4535,8315,,3.91986225355554,3.5092025223311,3.26951294421792,3.54220278243403,3.68975269613916
S12000005,298,169,275,247,,S12000005,170,120,240,435,965,,2.98452731334379,2.47421626407626,2.22788670461367,2.43933269383026,2.39269695325967
S12000006,620,406,797,841,,S12000006,495,365,1140,3880,5880,,3.76937732607614,2.79239168949825,2.60852603357719,2.90145832139611,2.92479599579791
S12000008,866,406,682,538,,S12000008,410,285,570,1455,2720,,3.4345689040342,2.93751789201735,2.60852603357719,2.83378437465648,2.73078227566639
S12000010,625,398,645,617,,S12000010,395,355,650,1300,2700,,3.43136376415899,2.79588001734407,2.59988307207369,2.80955971463527,2.79028516403324
S12000011,814,521,802,631,,S12000011,400,290,590,920,2200,,3.34242268082221,2.9106244048892,2.71683772329952,2.90417436828416,2.80002935924413
S12000013,281,136,274,249,,S12000013,130,60,235,625,1050,,3.02118929906994,2.44870631990508,2.13353890837022,2.43775056282039,2.39619934709574
S12000014,1183,634,1054,842,,S12000014,590,390,860,1345,3185,,3.50310943667137,3.07298474462793,2.80208925788173,3.02284061087653,2.92531209149965
S12000015,2521,1509,2267,2079,,S12000015,1255,930,2025,3715,7925,,3.89899927088979,3.40157284567645,3.17868923977559,3.35545152012652,3.31785448933147
S12000017,1841,1122,2379,2079,,S12000017,1095,920,2410,5505,9930,,3.99694924849538,3.26505378850401,3.04999285692014,3.37639444203727,3.31785448933147
S12000018,479,290,471,423,,S12000018,260,145,400,635,1440,,3.15836249209525,2.68033551341456,2.46239799789896,2.6730209071289,2.62634036737504
S12000019,469,272,508,521,,S12000019,290,230,495,935,1950,,3.29003461136252,2.67117284271508,2.4345689040342,2.70586371228392,2.71683772329952
S12000020,524,300,691,643,,S12000020,330,245,705,1620,2900,,3.46239799789896,2.71933128698373,2.47712125471966,2.8394780473742,2.80821097292422
S12000021,721,332,625,543,,S12000021,385,300,675,1385,2745,,3.43854234878611,2.85793526471943,2.52113808370404,2.79588001734407,2.73479982958885
S12000023,134,81,194,158,,S12000023,90,90,205,990,1375,,3.13830269816628,2.12710479836481,1.90848501887865,2.28780172993023,2.19865708695442
S12000024,1070,723,1377,1427,,S12000024,665,505,1210,3105,5485,,3.73917663191073,3.02938377768521,2.85913829729453,3.13893394025692,3.15442397311465
S12000026,726,467,818,874,,S12000026,445,380,995,2830,4650,,3.66745295288995,2.86093662070009,2.66931688056611,2.91275330367132,2.9415114326344
S12000027,185,95,184,193,,S12000027,170,95,235,835,1335,,3.12548126570059,2.26717172840301,1.97772360528885,2.26481782300954,2.28555730900777
S12000028,805,410,719,698,,S12000028,430,300,730,1630,3090,,3.48995847942483,2.90579588036787,2.61278385671974,2.85672889038288,2.84385542262316
S12000029,3353,1638,2677,2005,,S12000029,1240,910,1895,3395,7440,,3.87157293554588,3.52543355342882,3.2143138974244,3.42764837118693,3.3021143769562
S12000030,828,512,985,952,,S12000030,480,410,865,1700,3455,,3.53844805171022,2.91803033678488,2.70926996097583,2.99343623049761,2.97863694838447
S12000033,3540,2074,3924,4007,,S12000033,1930,1150,2105,3085,8270,,3.91750550955255,3.54900326202579,3.31680875205302,3.59372899870791,3.6028193424327
S12000034,2390,1542,3091,2493,,S12000034,1930,1315,3540,6325,13110,,4.11760269169008,3.37839790094814,3.18808437371494,3.4900990050633,3.39672227850377
S12000035,509,327,618,663,,S12000035,365,310,765,2205,3645,,3.56169753265399,2.70671778233676,2.51454775266029,2.79098847508882,2.82151352840477
S12000036,11090,6115,8404,8658,,S12000036,2885,2205,4020,6050,15160,,4.18069920129604,4.04493154614916,3.7863964613723,3.92448604373391,3.93741758147714
S12000038,1435,862,1480,1611,,S12000038,660,520,1030,1675,3885,,3.58939102313693,3.15685190107001,2.93550726582471,3.17026171539496,3.20709554041922
S12000039,496,220,399,352,,S12000039,270,190,365,680,1505,,3.17753649992986,2.6954816764902,2.34242268082221,2.60097289568675,2.54654266347813
S12000040,1288,721,1114,949,,S12000040,715,515,995,1530,3755,,3.57460994134019,3.10991586302379,2.85793526471943,3.04688519083771,2.97726621242729
S12000041,835,489,1047,847,,S12000041,465,335,825,1865,3490,,3.54282542695918,2.9216864754836,2.68930885912362,3.01994668167884,2.92788341033071
S12000042,1369,664,1136,1101,,S12000042,505,345,670,1300,2820,,3.45024910831936,3.13640344813399,2.82216807936802,3.055378331375,3.04178731897175
S12000044,2465,1253,1892,1455,,S12000044,1150,840,1535,2430,5955,,3.7748817658188,3.39181692361325,3.09795107099415,3.27692113206577,3.16286299332193
S12000045,738,437,632,651,,S12000045,415,325,660,1060,2460,,3.39093510710338,2.86805636182304,2.64048143697042,2.80071707828238,2.81358098856819
S12000046,9349,4923,7578,7985,,S12000046,2940,2005,3770,5915,14630,,4.16524432612531,3.97076515978077,3.69222983577276,3.87955460093897,3.9022749204745
W06000001,279,190,344,384,,W06000001,210,175,525,1380,2290,,3.35983548233989,2.4456042032736,2.27875360095283,2.53655844257153,2.58433122436753
W06000002,664,462,951,883,,W06000002,455,350,1050,3105,4960,,3.6954816764902,2.82216807936802,2.66464197555613,2.97818051693741,2.94596070357757
W06000003,777,512,854,874,,W06000003,430,340,890,2190,3850,,3.5854607295085,2.89042101880091,2.70926996097583,2.931457870689,2.9415114326344
W06000004,759,425,763,695,,W06000004,375,280,725,1825,3205,,3.50582803385484,2.88024177589548,2.62838893005031,2.88252453795488,2.84198480459011
W06000005,1212,654,1210,1195,,W06000005,650,475,1130,2115,4370,,3.64048143697042,3.08350261983027,2.81557774832427,3.08278537031645,3.07736790528416
W06000006,970,547,977,919,,W06000006,505,345,900,1785,3535,,3.54838941813292,2.98677173426624,2.73798732633343,2.98989456371877,2.96331551138611
