CompanyNumber,Date,OldPostcode,NewPostcode,OldLocalAuthority,NewLocalAuthority,RegisteredStaff,IncorperationDate,NFiles
04011838,2006-06-14,BH21 7BS,BH21 7SB,E09000001,E07000049,4,2000-06-09,37
10431861,2017-07-17,EC1V 2NX,NP20 4NW,E09000019,W06000022,1,2016-10-17,6
06638040,2008-07-22,GU21 7PD,WA1 1RG,E07000217,E06000007,1,2008-07-04,3
06638040,2010-06-16,WA1 1RG,WA1 1RG,E06000007,E06000007,1,2008-07-04,8
00603556,1993-01-24,WC1A 2DA,EC1Y 0TB,E09000007,E09000019,1,1986-12-22,17
00603556,1996-11-18,EC1Y 0TB,EC1Y 0UJ,E09000019,E09000019,1,1986-12-22,27
00603556,1998-10-30,EC1Y 0UJ,EC1Y 0UP,E09000019,E09000019,1,1986-12-22,32
00603556,2008-02-26,EC1Y 0UP,W1G 9DQ,E09000019,E09000033,1,1986-12-22,54
00603556,2009-03-27,W1G 9DQ,N3 3LF,E09000033,E09000003,1,1986-12-22,57
00603556,2014-12-03,N3 3LF,NW1 5BY,E09000003,E09000033,1,1986-12-22,71
04770311,2004-06-18,SO53 4AR,SE16 3TR,E07000086,E09000028,1,2003-05-19,7
04770311,2011-02-26,SE16 3TR,L31 5PL,E09000028,E08000014,1,2003-05-19,23
07382643,2012-10-23,B37 6LE,B37 7DL,E08000029,E08000029,1,2010-09-21,8
09686069,2018-04-24,EC2A 4NE,SL3 0JT,E09000012,E06000039,1,2015-07-14,7
02775213,1993-03-23,N1 6UB,TA1 1SB,E09000012,E07000190,2,1993-01-04,8
02775213,2010-03-23,TA1 1SB,SP3 4UF,E07000190,E06000054,1,1993-01-04,51
09030691,2015-06-17,NW10 2RX,NW10 2NX,E09000005,E09000005,1,2014-05-08,4
09030691,2015-06-17,NW10 2NX,NW10 2NX,E09000005,E09000005,1,2014-05-08,4
04651103,2004-08-10,NP25 3BY,SA61 2BP,W06000021,W06000009,1,2003-01-29,10
04651103,2008-06-24,SA61 2BP,SA31 3QY,W06000009,W06000010,1,2003-01-29,27
04651103,2013-03-15,SA31 3QY,SA10 6BL,W06000010,W06000012,1,2003-01-29,43
04651103,2013-03-15,SA10 6BL,SA10 6BL,W06000012,W06000012,1,2003-01-29,43
04651103,2013-11-14,SA10 6BL,SA1 4AW,W06000012,W06000011,1,2003-01-29,48
08825377,2015-03-18,W5 4DB,W3 6SX,E09000009,E09000009,1,2013-12-24,3
10106793,2016-07-11,WA7 4QX,L1 9AA,E06000006,E08000012,1,2016-04-06,2
05680496,2014-07-02,B72 1YJ,B74 2DZ,E08000025,E08000030,1,2006-01-19,25
09164997,2016-12-19,S43 4PZ,W1U 7EU,E07000033,E09000033,1,2014-08-06,11
06120799,2007-09-04,NG5 4DD,LE65 1JU,E06000018,E07000134,1,2007-02-21,2
06120799,2008-10-27,LE65 1JU,LE12 9RZ,E07000134,E07000130,2,2007-02-21,10
06120799,2011-05-18,LE12 9RZ,DE1 1FL,E07000130,E06000015,2,2007-02-21,17
06120799,2014-05-17,DE1 1FL,NG18 5FB,E06000015,E07000174,2,2007-02-21,31
06120799,2017-01-31,NG18 5FB,NG6 8YP,E07000174,E07000170,2,2007-02-21,38
00757083,2013-03-18,GL8 8JQ,GL8 8JL,E07000079,E07000079,1,1963-04-09,63
00757083,2016-07-15,GL8 8JL,GL8 8JL,E07000079,E07000079,1,1963-04-09,71
06007627,2011-08-11,TN4 0PD,M1 3FH,E07000116,E08000003,3,2006-11-23,17
02378475,1989-08-02,N1 6UB,SG18 0JE,E09000012,E06000056,1,1989-05-02,5
05166824,2006-11-20,SW19 7PA,SW19 4EU,E09000024,E09000024,1,2004-06-30,9
05166824,2009-01-08,SW19 4EU,SW19 4NG,E09000024,E09000024,1,2004-06-30,14
05166824,2009-07-06,SW19 4NG,SW19 4NG,E09000024,E09000024,1,2004-06-30,17
05166824,2012-06-23,SW19 4NG,GL54 3EE,E09000024,E07000079,1,2004-06-30,28
05166824,2016-05-04,GL54 3EE,EC2A 1AF,E07000079,E09000019,1,2004-06-30,38
05166824,2016-05-05,EC2A 1AF,EC2A 1AF,E09000019,E09000019,1,2004-06-30,39
