la,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
E09000010,9,2,1,,,2,,1,2,27,6,,23,77,2,11,2,29,2,6,,7,3,1,11,7,7,5,1,1,21,50,56,,15,2,2,25,5,,455,81,664,,147,325,614,,222,4,8,43,48,,53,362,,68,162,10,61,738,84,95,15,41,,578,292,452,109,16,88,336,1,,34,107,35,51,136,582,,20,261,733,52,148,,119,5,2,99,64,32,673,13,185,
E07000011,60,3,5,,1,,,,,15,4,,8,11,1,9,12,12,,6,3,10,5,3,35,29,8,27,12,8,11,52,58,,10,4,,12,4,,132,19,297,,103,128,223,,135,1,7,31,9,,29,118,,41,31,7,43,372,34,49,13,24,,183,77,301,121,30,24,211,5,,24,42,18,26,57,297,,8,80,183,13,24,,37,9,3,84,21,6,156,3,72,
E08000005,5,4,,,,4,,,,12,7,,22,10,,9,8,20,,13,3,18,1,2,43,11,10,32,4,4,15,47,53,,5,3,,11,6,,122,30,321,,117,184,301,,174,1,10,189,17,,14,134,,12,26,3,26,176,33,47,3,18,,162,68,151,65,4,23,156,4,,34,39,10,33,39,376,,8,91,244,28,46,,26,5,2,57,19,9,185,2,24,
E06000024,34,4,2,,,1,,3,6,20,7,,4,7,,5,2,23,,3,2,9,4,5,26,15,10,16,9,10,15,48,54,,13,5,4,9,4,,178,43,371,,143,114,242,,160,7,13,31,16,,76,153,,36,77,3,27,474,44,80,8,34,,301,127,384,132,15,45,306,14,,30,50,25,21,80,280,,14,117,190,27,35,,42,7,2,102,33,9,133,1,320,
E07000069,2,2,1,,2,2,,,3,3,,,2,4,,1,,4,,1,,4,3,1,7,2,,3,2,3,2,12,12,,6,1,,3,1,,67,20,158,,43,26,82,,54,2,1,9,3,,3,40,,12,9,2,15,90,8,15,3,13,,76,40,65,27,2,8,58,3,,8,9,6,7,16,73,,2,37,47,4,16,,9,,,16,9,4,85,,12,
E07000029,25,6,3,,,,,,1,4,3,,1,1,,,,3,,1,,1,,5,10,2,1,4,,1,2,3,15,,3,,3,3,,,46,24,98,,26,10,58,,15,,2,1,1,,27,32,,8,4,1,,35,5,1,1,4,,34,9,52,159,2,4,86,1,,1,5,3,1,9,180,,1,29,33,2,4,,5,2,,16,7,1,86,,9,
E06000052,161,22,41,,,2,3,20,36,84,28,,15,28,4,28,2,42,,10,5,26,11,6,43,29,13,39,13,21,21,106,128,,62,10,3,29,5,,538,76,660,,213,246,698,,152,15,16,42,20,,308,437,,100,115,11,40,502,76,122,19,44,,613,158,405,196,32,62,547,27,,57,47,51,46,121,399,,18,311,280,29,77,,207,21,3,218,64,14,288,4,346,
E07000111,27,8,,,,3,,2,4,16,5,,1,11,2,9,2,20,,5,2,10,4,1,19,10,11,11,2,4,13,30,38,,11,3,2,4,3,,150,24,294,,75,102,175,,41,6,5,20,9,,30,95,,30,59,2,22,373,38,76,12,38,,300,84,330,63,8,42,218,4,,15,32,23,16,68,281,,,95,106,12,19,,46,4,3,64,17,4,111,2,125,
E07000067,64,5,,,,,,1,1,15,11,,2,9,1,7,7,21,,2,,7,9,6,27,12,11,11,3,6,18,48,60,,9,1,1,5,3,,110,29,308,,90,101,163,,80,4,4,26,5,,12,113,,35,44,3,23,247,27,41,8,19,,138,62,206,70,1,21,165,7,,18,25,8,21,45,193,,4,71,106,14,20,,43,9,1,61,23,7,143,3,45,
E08000029,14,4,1,,,1,1,4,2,13,3,,3,8,1,5,3,16,,5,1,6,5,1,29,9,13,18,16,4,7,47,51,,12,3,,12,10,,179,53,379,,100,155,264,,112,2,12,26,11,,31,142,,30,39,4,46,570,46,61,12,40,,308,160,523,143,7,39,345,8,,24,78,17,31,69,369,,2,144,351,27,65,,35,3,1,94,36,5,234,1,62,
E07000153,20,4,,,1,,1,1,1,6,3,,2,5,4,6,3,13,,2,,12,3,3,19,2,3,16,4,3,6,21,36,,4,1,1,10,1,,90,15,179,,69,54,132,,164,2,2,36,14,,6,52,,10,12,1,13,136,9,29,1,11,,83,44,133,37,1,16,113,4,,7,21,3,7,28,196,,2,56,164,11,13,,18,,1,36,12,7,118,,17,
W06000015,15,5,1,,,4,1,5,2,24,26,,11,10,1,5,4,35,,11,6,10,4,4,35,18,13,21,5,4,9,64,85,1,31,3,2,29,11,,267,84,456,,200,236,524,,111,9,14,27,25,,68,434,,67,210,23,43,552,75,201,28,146,,567,177,567,150,44,73,2186,7,,28,84,35,56,94,591,,12,249,473,32,73,,186,7,9,169,55,18,374,4,186,
E07000071,34,10,3,,1,1,,1,1,14,6,,3,4,2,4,2,12,,3,1,5,6,3,19,7,9,13,2,4,11,33,47,,17,3,2,7,4,,151,30,245,,97,94,249,,70,5,3,18,8,,16,134,,38,43,5,22,327,37,50,10,35,,205,89,260,71,21,35,173,7,,13,59,16,24,52,262,,8,93,259,42,39,,51,7,2,65,24,9,151,6,69,
W06000005,25,6,2,,,,1,4,3,11,2,1,2,2,,5,7,9,3,17,4,8,1,3,52,4,3,13,4,7,7,44,56,,18,2,3,7,2,,101,39,227,,93,71,177,,109,2,10,18,9,,34,85,,16,14,1,20,191,24,37,5,28,,105,51,177,90,11,14,166,8,,13,15,10,14,36,176,,6,49,58,9,27,,18,1,2,55,14,9,107,,20,
E06000016,9,1,1,,,1,1,2,,48,3,1,143,174,4,2,15,42,1,7,4,19,7,7,55,12,8,27,3,2,24,62,57,,14,3,,9,2,,133,28,262,,225,348,682,,479,4,13,97,62,,31,355,,47,51,7,21,381,43,88,9,42,,323,157,259,73,17,39,260,3,,27,59,38,31,46,430,,10,233,791,85,121,,83,5,2,89,47,28,303,4,35,
E06000039,5,,1,,1,,,1,,19,2,,4,16,,1,2,16,,3,,8,1,5,29,14,8,6,4,,6,24,55,,10,2,,9,6,,191,28,201,,121,166,324,,263,4,26,83,59,,16,154,,20,42,2,55,811,55,37,2,16,,171,118,203,67,17,15,156,1,,18,78,28,36,49,302,,5,103,444,35,49,,31,2,2,37,26,14,224,2,45,
N09000005,55,1,7,,,2,,9,1,21,4,1,4,9,,4,2,8,,2,,4,9,3,14,,4,11,3,,13,14,26,,34,,,12,2,,155,19,202,,75,84,154,,48,1,1,4,5,,18,102,,12,23,2,5,69,9,26,2,8,,174,20,76,36,3,11,58,5,,26,11,8,7,15,72,,3,54,63,5,21,,49,6,4,50,18,2,91,,21,
E08000032,20,11,,,1,3,1,8,3,54,13,,55,17,5,22,23,65,,23,7,29,15,9,111,16,19,54,7,5,51,129,126,,18,9,,26,8,,305,34,591,,314,445,921,,296,3,16,59,29,,65,436,,41,72,13,38,673,90,166,22,89,,521,238,521,152,21,62,437,7,,61,177,78,51,89,580,,10,326,740,69,119,,92,10,5,159,62,29,508,1,174,
E07000154,6,2,2,,,1,,1,1,22,6,,9,8,7,1,5,32,,7,2,17,4,3,36,19,6,17,9,6,5,47,54,,15,1,2,6,4,,168,61,337,,143,155,296,,611,2,6,100,80,,28,161,,16,52,8,30,405,41,79,16,42,,196,80,355,83,8,26,228,3,,9,125,10,29,70,389,,7,121,441,49,90,,46,1,3,90,44,13,234,3,51,
E07000113,39,5,2,,,1,1,,1,15,7,,3,4,2,9,1,14,,4,,6,1,3,25,3,6,13,3,4,5,30,38,,8,4,,9,3,1,118,44,272,,69,65,140,,94,3,,27,12,,20,91,,15,20,1,12,163,16,32,2,21,,117,44,121,58,5,17,146,14,,20,24,7,9,39,162,,3,77,120,13,23,,26,6,1,57,17,5,116,,50,
E07000143,88,14,3,,,2,,4,3,20,5,,1,3,2,6,4,12,,6,1,13,3,2,39,6,5,18,5,2,13,29,32,,5,1,1,13,2,,94,19,171,,59,58,135,,60,,3,16,5,,18,95,,18,13,3,4,97,8,26,2,10,,119,39,121,61,9,8,95,4,,13,15,7,10,35,121,,6,54,55,12,16,,15,3,2,36,12,4,67,,43,
E07000038,22,4,,,2,,,5,5,7,6,,4,1,2,2,2,7,,3,1,7,6,3,28,7,8,16,5,1,2,27,42,,7,4,,10,4,,99,28,200,,68,82,105,,65,1,,18,6,,23,84,,5,17,2,10,110,11,26,5,16,,103,21,115,48,5,14,97,7,,14,11,7,8,20,84,,1,50,62,5,10,,13,1,1,40,6,5,69,,13,
E07000080,55,6,1,,2,3,,2,1,10,4,,6,7,,8,5,7,,4,,9,3,2,32,2,5,14,4,2,5,31,34,,7,,1,2,1,,79,23,131,,45,42,97,,58,1,,8,2,,21,42,,15,17,1,10,144,11,19,,11,,94,33,120,47,5,7,92,6,,14,10,5,10,24,102,,3,60,21,10,20,,25,8,1,50,9,3,68,,52,
E06000054,219,32,6,,,1,,3,5,48,19,,16,19,3,36,12,37,,12,8,28,14,7,79,39,28,41,16,16,64,113,126,,32,6,7,21,6,,405,64,706,,281,262,672,,183,12,23,56,9,,106,354,,125,128,14,105,1063,104,143,20,58,,522,226,1110,268,47,80,734,27,,39,101,43,53,158,646,,37,294,264,35,89,,140,16,6,245,62,18,388,2,321,
E07000036,9,2,,,,,,1,1,8,4,,15,6,,3,10,19,,2,1,13,,2,27,12,11,12,1,4,25,30,33,,10,1,,6,2,,83,45,230,,67,71,108,,69,1,4,13,20,,5,68,,5,7,4,11,128,3,23,5,7,,88,40,92,57,4,9,109,2,,10,13,2,9,27,97,,2,37,57,6,18,,19,,2,24,1,3,70,3,11,
E06000021,5,2,,,,2,,3,6,10,3,,3,1,,10,9,26,,19,2,6,46,5,74,16,17,51,4,7,16,87,82,,15,1,1,19,1,,116,44,389,,186,175,348,,222,4,5,46,21,,19,167,,17,20,5,12,171,28,63,10,22,,153,61,147,43,5,20,160,2,,40,37,18,21,42,200,,4,114,280,31,43,,31,2,10,58,20,11,235,,19,
E07000191,16,7,3,,,,,,1,7,1,,2,,1,3,,2,,,1,2,2,,3,,1,3,3,2,2,8,10,,3,2,,2,,,28,7,33,,23,8,39,,13,,,1,1,,26,23,,4,8,2,1,29,7,10,,3,,41,12,32,10,1,3,26,4,,6,5,4,1,2,24,,,13,10,4,5,,12,2,1,14,9,1,23,1,33,
W06000016,8,8,2,,1,,,1,2,20,6,,7,6,1,7,5,14,,5,1,15,5,3,36,10,15,12,4,3,12,36,57,,17,2,2,21,7,,180,157,389,,120,79,243,,81,3,3,23,14,,21,163,,17,32,5,21,149,20,60,8,36,,135,75,157,66,5,13,146,4,,22,23,15,21,41,144,,2,97,87,15,28,,35,3,3,71,13,8,163,,18,
E06000055,40,4,1,,,,,,2,10,3,,8,8,,5,6,19,,5,4,7,2,2,27,15,8,20,10,1,7,35,43,,7,1,1,12,1,,112,20,279,,128,119,213,,153,1,4,42,18,,25,128,,44,41,7,21,369,37,60,8,15,,198,99,297,78,15,23,208,2,,13,54,20,17,48,217,,6,122,321,25,75,,46,2,3,57,27,8,176,,79,
W06000002,38,13,14,,,1,2,9,2,13,7,,9,3,,2,2,2,,4,1,1,3,1,17,8,5,3,4,1,4,17,20,,15,2,3,6,3,,120,44,153,,48,43,119,,39,4,1,5,2,,101,117,,21,41,4,6,88,15,10,4,6,,90,15,64,50,12,5,98,2,,10,4,17,7,16,73,,3,49,50,13,20,,35,11,1,63,18,2,69,1,22,
E08000022,7,1,1,,,5,1,1,5,11,10,,6,12,,3,,23,,7,1,10,8,2,39,6,7,12,3,7,10,42,67,,10,3,2,10,5,,91,41,364,,90,88,234,,42,2,1,16,9,,20,170,,19,30,1,18,304,38,32,8,18,,161,59,167,139,9,16,182,2,,27,20,7,18,40,197,,2,103,140,5,38,,44,,1,67,17,6,202,2,50,
E07000078,6,4,,,,3,,,2,10,6,,5,7,1,2,2,12,,3,,8,3,3,16,8,4,11,7,1,9,27,16,,8,1,,3,1,,91,16,160,,48,80,183,,30,1,7,4,9,,40,113,,28,31,2,24,400,48,47,7,35,,201,61,296,77,8,45,188,6,,9,43,17,9,45,182,,2,74,107,15,17,,34,1,3,64,19,5,125,1,159,
E07000122,10,2,1,,,1,,2,,5,1,,13,6,,3,3,15,,4,,9,,4,40,4,4,19,1,1,12,36,27,,2,,1,3,1,,45,10,162,,53,88,167,,57,1,4,15,8,,13,57,,6,11,4,12,73,7,27,4,10,,82,39,69,48,3,8,64,1,,16,10,10,7,24,102,,,41,86,10,23,,15,4,,22,7,4,87,,6,
E07000141,78,13,6,,,1,,8,1,15,7,,6,,2,6,9,12,,1,,6,5,,24,6,8,18,7,3,6,24,40,,8,2,1,16,2,,118,24,221,,77,92,209,,101,1,3,27,3,,22,93,,31,16,3,17,203,20,45,8,20,,164,67,256,73,3,21,183,11,,12,34,12,18,48,147,,10,87,115,7,11,,26,3,,46,10,5,115,,32,
E07000110,56,10,4,,,1,,,1,23,8,,5,5,,5,8,14,,3,1,10,4,1,18,4,6,8,2,4,9,31,55,,11,1,2,8,1,,163,43,406,,95,104,208,,122,2,8,25,41,,21,126,,40,59,7,24,263,36,49,10,27,,195,81,242,80,6,41,208,12,,19,44,11,40,66,281,,7,85,209,12,40,,42,1,1,61,16,5,170,3,84,
E08000034,37,9,,,,3,,6,5,50,14,,92,28,2,30,14,51,3,26,5,29,20,14,121,16,17,86,16,3,140,137,124,,23,6,4,24,12,,341,71,709,,292,388,796,,255,1,7,44,34,,43,339,,52,61,6,50,511,60,121,12,53,,500,189,520,198,20,64,427,11,,56,113,36,33,92,458,,9,248,608,26,94,,94,2,7,118,24,17,412,1,80,
E06000042,20,7,,,,3,,3,5,25,6,,12,27,4,7,7,27,2,7,2,17,4,2,36,38,31,29,9,2,15,71,114,,15,3,,10,6,,166,55,393,,158,244,494,,274,4,11,75,53,,28,208,,54,85,9,65,1510,112,127,10,39,,289,179,666,153,31,69,413,3,,39,126,35,42,89,577,,8,217,674,37,106,,72,5,3,126,60,22,393,2,60,
E09000004,6,1,1,,,,,,3,16,5,,5,11,5,2,12,33,,5,1,8,1,8,23,6,8,11,5,2,11,32,64,,23,7,1,11,5,,276,80,643,,92,146,308,,137,6,8,33,20,,28,214,,43,74,5,29,696,57,104,8,35,,221,149,368,87,8,39,245,5,,14,84,19,53,81,399,,16,176,641,42,134,,66,3,2,67,52,20,368,2,83,
S12000005,3,4,,,,1,,,4,1,5,,4,2,1,1,,3,,1,,1,3,,4,2,1,2,,,1,6,10,,1,,,5,,,24,6,61,,14,10,65,,14,,1,1,3,,2,42,,3,2,1,3,46,8,2,,7,,22,16,40,21,3,1,29,2,,3,3,3,2,11,43,,1,13,17,1,8,,7,2,,18,5,,37,,1,
E07000226,4,,1,,,1,1,,3,5,3,,2,4,1,,1,7,,4,1,3,1,,9,14,4,6,1,2,1,16,23,,10,,2,2,1,,69,14,134,,54,71,135,,47,4,29,35,14,,17,71,,12,11,3,17,239,26,36,4,19,,71,52,118,50,5,18,113,3,,8,30,17,13,32,145,,3,33,158,10,23,,16,,3,29,17,3,135,4,32,
E06000033,7,1,2,,,1,,,1,11,4,1,8,13,1,4,3,21,,2,1,5,3,,11,7,6,12,3,4,5,30,43,,8,2,,1,2,,109,22,263,,61,81,257,,43,3,4,30,3,,29,147,,22,31,6,17,267,31,74,13,35,,195,80,157,51,4,27,162,1,,15,43,4,19,27,217,,5,87,271,33,42,,40,4,2,52,18,13,201,2,129,
E07000086,8,4,,,,1,,1,,7,3,,2,5,3,3,1,11,,2,,8,1,1,26,12,14,14,1,24,7,33,79,,10,1,1,1,1,,126,27,310,,79,69,155,,66,4,5,29,14,,19,78,,16,20,3,26,291,29,51,5,16,,132,74,195,82,10,20,212,4,,14,39,8,15,56,140,,3,53,122,16,25,,23,,3,66,13,10,120,2,76,
E07000202,7,5,2,,,,,,,4,1,,1,4,1,3,2,14,,2,1,1,4,2,14,3,4,14,,2,7,11,33,,9,1,,1,2,,99,8,155,,70,59,169,,138,1,2,31,21,,10,100,,19,15,4,15,214,21,29,5,15,,128,41,77,26,4,10,99,3,,11,36,7,10,35,138,,3,59,182,18,35,,32,3,,43,28,5,96,,41,
E07000234,20,1,,,,,1,,,6,4,,,8,,5,6,10,,4,1,3,2,2,31,9,6,15,4,1,2,20,40,,7,3,3,11,3,,104,20,225,,71,81,137,,39,2,,14,5,,9,72,,14,20,5,27,225,19,49,6,21,,159,67,211,94,4,18,175,6,,13,36,10,13,53,223,,2,76,128,22,23,,18,1,,44,9,9,96,3,44,
E08000015,23,2,3,,,4,,1,8,22,3,,5,10,1,9,8,21,,12,2,3,8,3,36,10,10,16,6,13,11,44,67,,17,2,3,14,7,,143,45,388,,107,123,342,,101,11,6,45,13,,36,229,,28,34,6,25,322,50,64,12,46,,318,127,374,130,20,28,319,9,,25,43,22,26,38,418,,26,181,267,40,58,,59,6,8,90,25,21,263,,136,
E08000007,14,5,2,,,2,1,1,8,23,9,,15,12,4,9,12,36,2,11,1,19,7,2,54,23,16,26,5,6,15,94,100,,20,5,1,15,7,,223,65,474,,172,307,488,,121,2,13,37,19,,33,232,,37,88,2,48,541,64,148,22,58,,373,220,476,216,18,79,456,3,,40,80,33,30,103,505,,5,133,400,28,69,,91,8,4,105,31,18,359,5,98,
E06000036,9,4,,,,,1,,1,5,2,,5,5,2,3,1,7,,1,1,4,,2,16,13,6,1,3,,1,21,22,,10,2,3,6,1,,107,19,205,,50,67,111,,35,1,7,14,7,,14,74,,22,40,7,47,500,32,43,2,14,,88,86,255,60,12,27,170,6,,14,44,11,16,48,190,,7,60,149,5,16,,28,2,3,44,15,7,135,2,87,
E07000205,80,12,2,,,,1,1,3,20,4,,4,5,,4,7,14,,3,,6,1,,15,11,6,14,3,4,10,26,40,,5,1,,3,4,,108,9,166,,62,81,206,,169,14,4,61,4,,49,92,,42,31,6,26,183,18,27,3,15,,168,56,192,57,7,21,154,8,,9,33,21,5,47,143,,4,64,87,9,25,,34,2,,52,11,3,113,1,64,
E07000127,71,10,1,,,,1,1,1,7,3,,1,5,2,8,2,7,,3,,6,6,,32,12,5,17,4,6,5,23,53,1,6,2,1,7,1,,84,30,194,,78,95,145,,113,3,5,26,13,,28,84,,10,14,5,20,129,14,31,10,17,,150,46,110,60,5,6,119,2,,35,17,9,15,27,177,,5,75,81,5,21,,13,1,3,49,12,6,111,,19,
E07000219,7,4,3,,,,,2,2,1,1,,4,5,,2,2,4,,2,1,9,3,4,79,2,7,24,26,11,5,40,46,,5,1,1,9,2,,73,20,167,,75,63,139,,251,,2,36,18,,5,47,,7,13,3,20,137,10,22,2,7,,82,31,101,75,4,4,112,2,,9,22,4,18,29,142,,2,52,119,12,17,,11,2,2,38,6,4,107,1,14,
E07000221,84,6,,,,1,,,2,11,10,,4,8,,11,,18,,2,3,16,1,5,53,9,13,31,16,14,12,44,40,,9,8,,10,3,,155,32,192,,109,129,238,,59,3,8,13,5,,35,125,,40,42,5,24,301,29,63,8,29,,259,98,397,145,18,40,285,12,,19,53,32,11,58,253,,5,102,106,13,15,,50,8,3,84,20,4,134,1,106,
E07000165,87,11,5,,,3,1,3,2,41,13,1,6,7,5,12,4,10,,6,1,7,3,2,21,10,18,16,2,3,29,41,35,,13,3,,3,2,,180,23,256,,109,167,314,,62,2,6,15,5,,74,146,,23,43,5,14,344,36,84,11,37,,345,100,482,108,9,51,279,11,,17,57,15,9,78,222,,2,124,148,18,28,,41,6,3,91,17,11,157,2,155,
N09000011,19,2,7,,,1,,4,1,21,5,,9,5,1,,4,9,,4,,8,1,1,19,6,4,9,4,,4,24,24,,17,1,1,5,3,,117,16,80,,38,70,150,,20,,1,4,4,,19,108,,17,41,2,9,94,9,38,8,19,,151,33,85,50,8,9,95,9,,4,4,11,18,14,70,,4,42,49,17,30,,27,4,1,37,22,2,94,1,44,
E08000033,22,7,3,,,2,,9,7,30,9,3,28,17,1,17,5,17,1,22,4,15,9,4,88,15,8,37,4,6,19,66,63,,8,6,1,11,6,,136,29,406,,125,172,368,,105,2,5,23,9,,34,183,,34,36,5,25,334,29,99,6,33,,271,88,286,108,7,44,230,11,,21,57,19,21,43,245,,6,164,212,14,55,,64,5,1,79,19,18,172,2,66,
S12000024,112,18,8,,,6,,,10,21,10,,5,2,,9,1,7,,2,,2,1,2,15,4,2,6,1,,4,29,44,,21,2,1,7,4,,131,44,210,,65,56,173,,30,3,6,10,,,69,96,,19,20,1,6,167,17,27,6,11,,142,39,183,77,9,11,155,7,,11,16,16,4,19,159,,4,52,75,3,18,,32,4,,83,40,3,88,1,4,
E08000001,9,5,1,,,,,1,,30,11,,34,13,3,11,6,15,,11,5,17,6,6,62,13,20,27,8,7,27,68,71,,13,4,,22,5,,152,58,554,,195,214,563,,200,4,10,46,43,,20,249,,31,42,5,33,287,39,102,11,48,,298,135,284,115,10,32,288,15,,43,53,20,36,66,320,,10,161,482,32,55,,36,1,1,94,22,14,308,1,33,
E07000123,19,1,1,,,,1,,,28,2,,5,10,,5,5,12,,5,2,7,,1,23,3,8,8,4,3,15,18,32,,8,5,1,13,4,,77,30,200,,84,133,258,,83,4,6,21,35,,15,104,,17,19,1,16,150,20,55,6,26,,153,73,166,54,3,21,123,3,,23,26,11,10,26,171,,4,70,229,19,32,,25,,3,51,24,7,184,2,34,
E07000214,8,3,1,,,3,1,1,3,9,1,,1,5,,1,2,8,,5,4,5,1,,13,8,6,4,3,4,7,23,27,,5,4,1,1,1,,98,9,169,,59,65,138,,26,,8,11,4,,16,83,,21,45,3,37,403,33,46,8,25,,148,77,286,70,9,28,183,8,,11,39,10,16,44,182,,5,59,118,12,15,,25,3,3,55,9,9,95,,86,
S12000017,113,67,108,,,46,,11,53,38,32,,6,7,,15,4,7,,8,2,,5,4,45,10,4,10,5,5,7,42,101,,58,,1,10,6,,207,67,513,,77,67,222,,70,23,8,13,3,,177,170,,27,31,6,23,133,27,24,1,23,,184,51,160,210,17,13,282,6,,34,15,25,7,48,296,,4,81,80,16,41,,71,30,2,116,75,8,169,,2,
E06000057,122,24,11,,,13,2,1,24,33,13,1,8,21,5,12,3,16,,8,3,22,7,3,47,14,12,21,4,10,17,59,101,,19,3,7,15,6,,177,56,425,,131,127,379,,113,8,7,14,15,,83,273,,37,36,8,19,303,34,67,9,36,,309,85,296,228,23,27,317,13,,26,30,22,17,65,278,,8,180,164,28,64,,75,14,7,124,37,17,271,5,93,
E07000216,25,12,,,1,3,1,1,4,8,4,1,6,9,2,5,3,21,,3,,8,4,,21,15,4,8,1,7,11,33,24,,15,2,3,5,2,,170,11,170,,62,118,204,,28,3,10,14,5,,37,101,,56,98,7,25,460,41,69,8,37,,317,127,545,99,24,55,316,10,,16,70,25,11,67,240,,2,114,113,12,28,,63,3,5,86,21,7,155,,177,
E07000193,38,3,1,,,1,,,,11,7,,3,6,1,5,1,10,,1,,9,2,1,38,7,7,14,3,2,10,26,43,,6,5,1,12,3,,79,19,190,,87,105,170,,178,1,2,28,17,,20,86,,8,8,1,18,177,12,23,3,16,,120,48,190,70,3,17,119,8,,15,23,8,6,23,139,,2,75,107,15,23,,13,2,1,38,10,6,103,,30,
E07000102,8,1,2,,,2,1,,,4,1,1,6,13,,3,2,10,1,2,2,2,2,3,7,5,5,6,1,2,3,11,23,,5,3,,4,1,,140,25,213,,45,96,139,,47,3,3,11,3,,21,85,,28,65,10,21,393,33,40,4,29,,243,95,281,49,12,19,174,4,,9,43,17,13,32,190,,2,78,143,24,23,,30,3,3,45,12,4,114,1,91,
E06000008,6,2,2,,,,,,1,21,3,,16,12,1,8,14,13,,4,,24,2,1,41,9,7,8,8,3,32,46,44,,3,,2,13,2,,65,17,153,,117,166,341,,59,1,4,13,15,,23,103,,6,16,2,19,134,22,47,3,17,,162,69,140,50,3,31,128,3,,21,33,32,18,33,199,,4,89,263,15,36,,21,,,45,16,8,159,,20,
E08000017,60,3,5,,1,1,,4,8,17,4,,9,11,,11,1,15,,7,,13,12,6,52,12,12,15,10,14,20,50,93,,15,4,3,19,4,,174,109,523,,218,160,343,,445,2,6,47,20,,40,207,,22,19,2,30,176,28,97,10,35,,247,80,261,123,6,23,230,7,,26,47,10,28,56,319,,11,141,259,38,58,,30,11,3,70,23,14,224,1,37,
E06000015,11,1,1,,,2,,1,2,19,7,,11,15,2,7,7,25,,5,2,9,7,6,43,17,15,15,3,29,12,42,63,,10,1,1,8,6,,161,55,386,,150,128,330,,208,3,7,107,28,,23,188,,22,37,3,19,333,42,71,8,23,,201,89,265,115,9,31,219,6,,23,57,15,12,48,287,,8,154,393,45,56,,46,3,,70,26,9,207,,29,
E08000019,21,8,1,,,5,1,1,15,39,17,,10,26,3,19,9,43,2,8,1,25,7,40,216,18,28,79,10,13,44,173,113,,23,9,8,41,8,,374,98,809,,266,344,673,,202,4,7,56,39,,63,505,,71,115,16,64,654,78,111,24,43,,526,174,494,222,32,78,507,14,,49,104,36,46,109,478,,12,339,913,74,104,,141,14,4,204,76,15,412,5,111,
E07000177,46,9,1,,,1,1,,1,20,3,,4,10,,11,4,20,,3,2,9,4,3,28,17,13,14,11,5,12,43,36,,9,3,3,4,1,,124,18,222,,99,95,189,,108,2,9,26,9,,27,97,,32,49,7,15,271,35,47,7,18,,164,74,294,102,27,17,199,8,,8,34,14,20,59,175,,5,64,156,10,25,,40,4,2,48,24,9,140,3,69,
E07000004,49,5,1,,,2,,,4,25,5,,10,12,2,7,4,19,,5,4,12,4,,32,19,18,25,10,11,20,45,70,,17,5,,13,6,,167,28,336,,126,170,247,,124,4,4,38,18,,22,133,,55,76,7,46,546,57,72,4,27,,224,116,524,111,19,49,333,12,,18,65,18,20,68,366,,6,114,309,16,45,,66,6,2,101,38,14,215,,119,
E07000187,63,4,,,,,,5,6,22,9,,4,3,4,4,2,11,,5,,4,4,1,23,5,1,15,2,7,14,33,22,,16,3,1,8,3,,123,39,184,,74,53,179,,46,3,2,8,1,,29,88,,24,49,3,6,199,26,33,2,8,,132,52,179,44,8,23,135,8,,15,14,10,7,30,124,,6,83,64,5,20,,58,8,,59,23,3,87,1,84,
E07000138,5,2,,,,1,,1,,7,3,,3,2,,3,3,11,,1,1,3,1,1,7,3,3,4,4,3,2,10,22,,2,2,,5,1,,61,14,113,,51,50,133,,70,,3,10,8,,8,74,,12,12,1,9,66,12,17,2,4,,90,19,61,44,4,5,72,2,,9,26,4,5,22,83,,6,58,103,7,17,,24,3,2,31,10,3,81,,19,
E07000006,7,4,1,,,4,,1,6,12,3,,2,4,3,4,1,7,,4,1,2,,,18,6,1,1,3,3,10,18,14,,8,2,4,12,,,121,12,162,,58,78,141,,57,1,6,28,6,,21,79,,14,68,11,16,277,20,42,3,21,,236,70,309,40,15,28,170,1,,9,32,15,6,39,173,,,62,131,17,11,,36,1,3,58,11,3,146,1,95,
E07000179,44,7,1,,,5,1,,8,14,3,,5,9,,10,,16,,6,1,6,5,1,17,25,8,13,6,5,23,42,24,,3,3,1,4,2,,168,23,208,,62,128,229,,87,5,12,16,6,,30,140,,66,56,7,28,471,50,64,10,21,,247,111,473,103,36,55,323,11,,13,51,22,9,66,276,,3,99,114,6,19,,57,6,1,80,37,10,136,1,110,
E07000034,9,2,,,1,1,,2,6,8,8,,6,3,1,11,1,11,,4,,7,9,3,42,6,5,28,,3,5,49,39,,2,2,,8,5,,70,25,193,,75,69,167,,70,,1,10,,,16,119,,9,8,1,7,142,10,31,3,12,,88,32,97,51,4,9,115,2,,15,15,6,12,30,64,,2,52,92,9,23,,15,3,,32,12,5,76,,8,
E07000063,17,3,4,,,1,2,1,1,16,4,,3,8,1,8,1,4,,3,2,,1,1,14,6,9,5,2,3,15,22,10,,7,3,1,8,1,,76,12,157,,43,64,129,,25,2,6,14,4,,16,77,,39,61,5,13,175,15,23,4,15,,121,41,151,47,10,28,155,3,,7,19,15,6,30,125,,5,76,66,12,16,,45,4,2,45,21,1,80,,121,
